Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,DanDyx,Challenger - 2832 LP,70.7,982 / 407,Choi
#2,Jungle,Aela ,Challenger - 1541 LP,57.7,1225 / 897,MolscarZX
#3,ADC,Impx,Challenger - 1395 LP,60.6,1517 / 986,Choi
#4,Jungle,tarzaned,Challenger - 997 LP,59.2,510 / 351,Tyler1
#5,Support,HelpingX,Challenger - 909 LP,58.4,1306 / 931,Felixxx
#6,Top,Heimerdonger,Challenger - 907 LP,56.2,1914 / 1491,TimoMacDonut
#7,Mid,Jarl Mid,Challenger - 898 LP,59.1,1326 / 919,Jarl
#8,Mid,Etosh,Challenger - 771 LP,54.5,1523 / 1273,Etosh
#9,Jungle,AttSeeker,Challenger - 746 LP,56.5,959 / 739,PaxVan
#10,Support,Fekker,Challenger - 691 LP,54.8,1610 / 1326,Key
#11,ADC,Cryhard II,Challenger - 664 LP,53.8,1673 / 1438,roysiggi
#12,Jungle,sandbox5,Challenger - 654 LP,55.9,1081 / 854,
#13,Jungle,Stupid Jungler,Challenger - 650 LP,59.4,1186 / 811,PooPooPeePee
#14,Jungle,Canyon,Challenger - 642 LP,58.1,1449 / 1046,YamatoCannon
#15,Mid,PawNx,Challenger - 631 LP,54.4,1601 / 1342,Choi
#16,Jungle,Sanga,Challenger - 606 LP,54.6,2129 / 1768,EMFyels
#17,Jungle,Wakes,Challenger - 604 LP,57.4,1558 / 1158,alim
#18,Top,Diablo,Challenger - 595 LP,53.5,1819 / 1582,Kyzent
#19,Support,unicornpetpetuwu,Challenger - 591 LP,53.6,1536 / 1328,GamerGirls
#20,Jungle,Shitfeather,Challenger - 578 LP,56.8,1235 / 938,hiroli
#21,Jungle,Prime Bengi,Challenger - 574 LP,59.4,1061 / 725,LDK
#22,Mid,Choky,Challenger - 569 LP,54.1,1592 / 1348,Key
#23,Mid,midkek,Challenger - 568 LP,52.5,1694 / 1533,redeemer
#24,Top,Bijou,Challenger - 560 LP,51.6,1790 / 1678,EMFyels
#25,Jungle,Nunu V2,Challenger - 553 LP,56.3,1137 / 882,willchung1024
#26,Mid,Chovy,Challenger - 525 LP,54.8,1396 / 1150,TheStriker9
#27,Jungle,QQ Nino,Challenger - 522 LP,54.1,1384 / 1172,Futaro
#28,Support,Aeryn,Challenger - 513 LP,54.0,1457 / 1242,WildChoas
#29,Jungle,Umbral,Challenger - 511 LP,54.5,1313 / 1094,Indoraps
#30,Support,xplayz4dayz,Challenger - 508 LP,56.6,1125 / 863,froggen
#31,ADC,botkek,Challenger - 505 LP,53.1,2043 / 1808,redeemer
#32,Mid,EMFyels,Challenger - 499 LP,53.6,1913 / 1657,EMFyels
#33,Mid,The_Ghost16,Challenger - 490 LP,53.9,1214 / 1037,Sb1
#34,Jungle,Iris,Challenger - 489 LP,54.4,1560 / 1310,WildChoas
#35,ADC,NewMeta,Challenger - 477 LP,52.9,2113 / 1885,moxir
#36,Support,Princess,Challenger - 467 LP,53.0,1861 / 1648,Princess
#37,ADC,sandbox15,Challenger - 462 LP,53.5,1558 / 1353,
#38,Top,Alistar top,Challenger - 451 LP,54.8,1178 / 971,roysiggi 2 
#39,Support,SupBot,Challenger - 451 LP,53.1,1488 / 1312,TangilBOT
#40,ADC,Puki style23,Challenger - 447 LP,53.0,1332 / 1181,Klorellv4
#41,Support,ReaganHau,Challenger - 446 LP,52.1,1123 / 1034,reaganhau
#42,Support,Dibbs,Challenger - 440 LP,53.8,1270 / 1090,MaverickG
#43,Support,Keria,Challenger - 436 LP,52.2,1403 / 1283,TheStriker9
#44,Top,Finch,Challenger - 429 LP,52.1,1195 / 1098,LumiFumi
#45,ADC,Ree-ason,Challenger - 425 LP,51.8,1769 / 1643,hmphree
#46,Top,Salsa,Challenger - 424 LP,51.9,2363 / 2191,YungYiga
#47,Support,DieFliegendeKuh,Challenger - 415 LP,53.9,1481 / 1267,doofboy13
#48,Top,sandbox0,Challenger - 412 LP,53.6,1346 / 1167,
#49,Jungle,02020202020202,Challenger - 410 LP,51.3,1478 / 1403,sanchesmemo
#50,ADC,-200 years,Challenger - 405 LP,53.5,1308 / 1136,aquietghost
#51,Top,Craq,Challenger - 405 LP,53.8,3415 / 2938,moxir
#52,Mid,Tupac,Grandmaster - 403 LP,54.3,1163 / 980,Pranceof
#53,Support,Kaflax,Grandmaster - 402 LP,54.0,1298 / 1107,Kawax
#54,ADC,Carrot,Grandmaster - 400 LP,52.3,1186 / 1080,Haram
#55,Mid,sandbox10,Grandmaster - 399 LP,53.4,1287 / 1122,
#56,ADC,Rabbit4,Grandmaster - 396 LP,54.7,1179 / 975,willchungtester
#57,Mid,LeSnek,Grandmaster - 395 LP,52.3,1298 / 1184,LS
#58,Jungle,Moxir,Grandmaster - 394 LP,53.2,2006 / 1764,moxir
#59,Top,Fantasy,Grandmaster - 393 LP,52.8,1321 / 1180,WildChoas
#60,Jungle,PiolsJg,Grandmaster - 380 LP,56.1,992 / 777,Piols2
#61,Top,Kingen,Grandmaster - 377 LP,53.8,1100 / 943,Maffayoo
#62,Mid,Mephisto,Grandmaster - 374 LP,53.0,1491 / 1320,Zettohail
#63,ADC,Noob,Grandmaster - 372 LP,54.5,984 / 823,Baleygr
#64,Jungle,Freja,Grandmaster - 370 LP,54.4,1144 / 960,ornstein123
#65,Top,DoinB,Grandmaster - 369 LP,53.5,1238 / 1076,LordArtos
#66,Support,Wilde,Grandmaster - 366 LP,52.8,1542 / 1378,Wealth_and_Taste
#67,Jungle,Prophet,Grandmaster - 366 LP,55.8,1093 / 867,Four
#68,Support,JoseJose,Grandmaster - 365 LP,52.7,1506 / 1350,tytn
