Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 544 LP,75.6,146 / 47,Soraka
#2,ADC,Kadlin,Challenger - 209 LP,64.8,311 / 169,Jinxnator
#3,Top,Salsa,Challenger - 125 LP,63.4,298 / 172,YungYiga
#4,Jungle,Jinxnator,Challenger - 119 LP,60.6,302 / 196,Jinxnator
#5,Support,Test5,Challenger - 112 LP,57.4,283 / 210,test
#6,Mid,Frimmy23,Challenger - 111 LP,60.9,308 / 198,YoloMedic
#7,ADC,BöllerBusch,Challenger - 96 LP,63.9,205 / 116,Jungler1337
#8,Mid,Arteros,Challenger - 88 LP,63.4,251 / 145,Anbeeld
#9,Mid,Frethborn,Challenger - 83 LP,53.4,243 / 212,Jinxnator
#10,Jungle,Blaze,Challenger - 25 LP,59.0,184 / 128,Hit_Critical
#11,Support,FPX Crisp,Challenger - 13 LP,54.3,349 / 294,LPLAhri
#12,Jungle,110110010011,Challenger - 1 LP,56.6,196 / 150,110110010011
#13,Support,Egirl champs onl,Diamond I - 93 LP,55.5,193 / 155,Spooky
#14,Jungle,EDG Clearlove7,Diamond I - 89 LP,59.4,285 / 195,RNGFirefox
#15,Top,Ezio,Diamond I - 89 LP,59.5,241 / 164,TexeQ
#16,Top,RNG Letme,Diamond I - 83 LP,54.9,287 / 236,LPLAhri
#17,Top,Destructoid,Diamond I - 72 LP,58.1,334 / 241,YoloMedic
#18,Jungle,Poppey,Diamond I - 69 LP,61.4,266 / 167,NAVI
#19,Top,Raleigh Obelisk,Diamond I - 61 LP,58.9,196 / 137,Sinker
#20,Jungle,Pyosik,Diamond I - 52 LP,55.3,255 / 206,TheStriker9
#21,Top,Zuko,Diamond I - 50 LP,55.4,194 / 156,Lior
#22,Jungle,MexicanPidgeon,Diamond I - 48 LP,55.6,235 / 188,LumiFumi
#23,Top,SS Flandre,Diamond I - 46 LP,54.0,227 / 193,RNGFirefox
#24,Top,Aryze,Diamond I - 46 LP,53.4,195 / 170,sanchesmemo
#25,Mid,Flame,Diamond I - 44 LP,55.7,185 / 147,Hit_Critical
#26,Top,Ben Dover,Diamond I - 42 LP,56.0,195 / 153,Hjornet
#27,Mid,strawberry frog,Diamond I - 36 LP,55.2,219 / 178,annauwumarie
