Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 422 LP,77.4,96 / 28,Soraka
#2,Top,Salsa,Challenger - 160 LP,63.4,194 / 112,YungYiga
#3,ADC,Kadlin,Challenger - 118 LP,63.8,185 / 105,Jinxnator
#4,ADC,BöllerBusch,Challenger - 114 LP,66.2,133 / 68,Jungler1337
#5,Jungle,Poppey,Challenger - 107 LP,63.7,179 / 102,NAVI
#6,Mid,Arteros,Challenger - 107 LP,64.9,159 / 86,Anbeeld
#7,Support,Test5,Challenger - 12 LP,56.3,187 / 145,test
#8,Jungle,Ceasarna,Challenger - 6 LP,59.9,154 / 103,iampvm
#9,Top,SS Flandre,Diamond I - 72 LP,54.3,157 / 132,RNGFirefox
#10,Jungle,MexicanPidgeon,Diamond I - 63 LP,56.8,171 / 130,LumiFumi
#11,Jungle,EDG Clearlove7,Diamond I - 50 LP,59.3,207 / 142,RNGFirefox
#12,ADC,Jotaro Kujo,Diamond I - 41 LP,57.6,144 / 106,Ithirul
#13,Mid,MidBot,Diamond I - 35 LP,57.8,115 / 84,TangilBOT
#14,Support,Ex5 Drohne,Diamond I - 35 LP,54.2,173 / 146,ExiledLP
#15,Mid,BottleCaps,Diamond I - 30 LP,57.8,137 / 100,Phost
#16,Mid,Salt,Diamond I - 27 LP,58.3,176 / 126,JMENDOZA
#17,Mid,Frimmy23,Diamond I - 18 LP,58.8,230 / 161,YoloMedic
#18,Top,DoinB,Diamond I - 17 LP,56.0,173 / 136,LordArtos
#19,Jungle,RNG mlxg,Diamond I - 15 LP,54.3,177 / 149,LPLAhri
#20,ADC,CoolBroDenis,Diamond I - 11 LP,51.5,154 / 145,JMENDOZA
#21,Mid,kittyperry,Diamond I - 11 LP,54.6,161 / 134,GamerGirls
#22,Support,Tratz,Diamond I - 5 LP,54.3,151 / 127,Tangil
#23,Support,SuppBot,Diamond I - 4 LP,55.2,139 / 113,TangilBOT
#24,Jungle,Sparrow,Diamond I - 2 LP,54.6,137 / 114,Anbeeld
