Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 579 LP,75.9,151 / 48,Soraka
#2,Mid,Frimmy23,Challenger - 159 LP,61.6,327 / 204,YoloMedic
#3,ADC,Kadlin,Challenger - 144 LP,64.6,331 / 181,Jinxnator
#4,Top,Salsa,Challenger - 124 LP,63.4,317 / 183,YungYiga
#5,Jungle,Jinxnator,Challenger - 109 LP,60.7,315 / 204,Jinxnator
#6,Mid,Arteros,Challenger - 107 LP,63.5,266 / 153,Anbeeld
#7,Mid,Frethborn,Challenger - 93 LP,53.8,262 / 225,Jinxnator
#8,Support,Test5,Challenger - 92 LP,57.5,303 / 224,test
#9,Support,FPX Crisp,Challenger - 77 LP,54.9,368 / 302,LPLAhri
#10,ADC,BöllerBusch,Challenger - 62 LP,63.2,216 / 126,Jungler1337
#11,Jungle,EDG Clearlove7,Challenger - 61 LP,59.9,302 / 202,RNGFirefox
#12,Top,Ezio,Challenger - 55 LP,59.8,256 / 172,TexeQ
#13,Jungle,Poppey,Challenger - 50 LP,61.9,281 / 173,NAVI
#14,Top,DoinB,Challenger - 45 LP,58.2,331 / 238,LordArtos
#15,Mid,Seirilyvia,Challenger - 19 LP,57.8,260 / 190,Kythaela
#16,Support,Egirl champs onl,Challenger - 2 LP,55.5,207 / 166,Spooky
#17,Top,Destructoid,Challenger - 1 LP,58.2,355 / 255,YoloMedic
#18,Jungle,Blaze,Diamond I - 94 LP,58.9,199 / 139,Hit_Critical
#19,Jungle,Pyosik,Diamond I - 92 LP,55.9,270 / 213,TheStriker9
#20,Top,RNG Letme,Diamond I - 82 LP,55.3,308 / 249,LPLAhri
#21,Top,Raleigh Obelisk,Diamond I - 72 LP,59.0,206 / 143,Sinker
#22,Mid,Flame,Diamond I - 71 LP,56.6,206 / 158,Hit_Critical
#23,ADC,Sylmarae,Diamond I - 68 LP,54.3,270 / 227,Kythaela
#24,Support,Aqua,Diamond I - 59 LP,56.5,320 / 246,Trindor
#25,Top,Aryze,Diamond I - 53 LP,53.5,214 / 186,sanchesmemo
#26,Top,SS Flandre,Diamond I - 53 LP,54.0,245 / 209,RNGFirefox
#27,Mid,Salt,Diamond I - 45 LP,57.9,304 / 221,JMENDOZA
#28,ADC,TES Jackeylove,Diamond I - 40 LP,53.5,292 / 254,LPLAhri
#29,Top,Zuko,Diamond I - 39 LP,55.5,211 / 169,Lior
#30,ADC,cryhard,Diamond I - 38 LP,55.1,200 / 163,roysiggi
#31,ADC,strawberry dog,Diamond I - 36 LP,56.6,197 / 151,annauwumarie
#32,Jungle,JMENDOZA,Diamond I - 31 LP,51.6,222 / 208,JMENDOZA
#33,Mid,AJDG Life,Diamond I - 22 LP,54.3,203 / 171,Lightandhope
#34,Mid,Caps,Diamond I - 21 LP,51.8,249 / 232,LordArtos
#35,Support,Ex5 Drohne,Diamond I - 20 LP,53.5,253 / 220,ExiledLP
#36,Jungle,110110010011,Diamond I - 20 LP,55.5,203 / 163,110110010011
#37,Jungle,Gnima,Diamond I - 20 LP,53.0,292 / 259,YoloMedic
#38,ADC,DoubleDouble,Diamond I - 19 LP,53.4,265 / 231,Player2225
#39,Mid,MidBot,Diamond I - 17 LP,56.9,195 / 148,TangilBOT
#40,Top,DangerousMolerat,Diamond I - 16 LP,54.4,218 / 183,Blade1284
#41,Jungle,Sparrow,Diamond I - 15 LP,54.8,242 / 200,Anbeeld
#42,ADC,Char,Diamond I - 14 LP,55.3,189 / 153,azure43
#43,Top,xxaznpuppy32xx,Diamond I - 14 LP,54.1,283 / 240,GamerGirls
#44,Support,Katara,Diamond I - 13 LP,53.8,275 / 236,Lior
#45,Support,Sinon onii-chan,Diamond I - 11 LP,53.4,217 / 189,Kuury
#46,Jungle,MexicanPidgeon,Diamond I - 10 LP,55.2,244 / 198,LumiFumi
#47,Support,E-girl,Diamond I - 10 LP,53.1,190 / 168,Dayspring
#48,Mid,strawberry frog,Diamond I - 9 LP,55.3,239 / 193,annauwumarie
#49,Support,Tratz,Diamond I - 8 LP,54.2,240 / 203,Tangil
#50,Jungle,Winston,Diamond I - 8 LP,55.1,183 / 149,Ghacobe
#51,Mid,creative mind,Diamond I - 6 LP,56.4,246 / 190,cabula
#52,Top,Ben Dover,Diamond I - 6 LP,55.5,207 / 166,Hjornet
#53,ADC,Rigomi,Diamond I - 5 LP,57.3,208 / 155,Rigomi
#54,ADC,AJDG Angel,Diamond I - 4 LP,54.9,224 / 184,Lightandhope
#55,Mid,kittyperry,Diamond II - 99 LP,52.4,271 / 246,GamerGirls
#56,Mid,Person201,Diamond II - 98 LP,54.2,194 / 164,LumiFumi
#57,Jungle,Test2,Diamond II - 96 LP,55.0,263 / 215,test
#58,Support,Kutcher,Diamond II - 95 LP,53.9,229 / 196,Terra
#59,Mid,Totoro the duck,Diamond II - 94 LP,56.4,193 / 149,Kuury
#60,Mid,PepeCool,Diamond II - 93 LP,54.2,269 / 227,LS
#61,Top,TopBot,Diamond II - 92 LP,52.6,205 / 185,TangilBOT
#62,Top,Amouranth,Diamond II - 90 LP,52.7,289 / 259,Simp
#63,Mid,BottleCaps,Diamond II - 89 LP,55.1,223 / 182,Phost
#64,Support,Nightlight,Diamond II - 85 LP,56.0,223 / 175,DAYLlGHT
#65,ADC,be proud of me,Diamond II - 79 LP,51.6,210 / 197,cabula
#66,ADC,Sinon,Diamond II - 78 LP,51.4,277 / 262,Trindor
#67,Jungle,Bibi,Diamond II - 76 LP,53.6,200 / 173,Troeton
#68,Jungle,RNG mlxg,Diamond II - 75 LP,53.6,267 / 231,LPLAhri
#69,Jungle,T4L Damocles,Diamond II - 75 LP,54.0,169 / 144,Damocles
#70,Jungle,Topener,Diamond II - 70 LP,55.8,208 / 165,Byumbi
#71,Jungle,Ceasarna,Diamond II - 70 LP,56.6,246 / 189,iampvm
#72,Top,Always Splits,Diamond II - 68 LP,56.6,189 / 145,Dayspring
#73,Jungle,BlaberSauce,Diamond II - 68 LP,58.3,176 / 126,FranklinTime
#74,Jungle,YokoOno,Diamond II - 64 LP,51.8,174 / 162,Freezy
#75,ADC,Frosti,Diamond II - 60 LP,52.1,221 / 203,Freezy
#76,ADC,Rio Sonogami,Diamond II - 59 LP,54.2,201 / 170,Ruler Rinne
#77,Top,SpaXgamer,Diamond II - 55 LP,55.4,189 / 152,Slimsnoker
#78,Support,SuppBot,Diamond II - 54 LP,53.5,224 / 195,TangilBOT
#79,Support,JhinSuppNoTroll,Diamond II - 54 LP,52.1,210 / 193,UNR Tokyo
#80,Jungle,Import Slot 2,Diamond II - 52 LP,54.4,199 / 167,CoachYouGen
#81,Top,Kritz,Diamond II - 50 LP,57.9,205 / 149,polop900
#82,ADC,Krono,Diamond II - 50 LP,52.9,180 / 160,Kronossaurus
#83,Mid,Foxy,Diamond II - 48 LP,55.4,181 / 146,Foxy
#84,ADC,CoolBroDenis,Diamond II - 48 LP,51.4,243 / 230,JMENDOZA
#85,ADC,Kudor88888882141,Diamond II - 45 LP,53.0,185 / 164,Mac
#86,Support,Nite,Diamond II - 43 LP,52.8,168 / 150,azure43
#87,Jungle,EG Voutocu,Diamond II - 39 LP,52.6,205 / 185,EG Voutocu
#88,Support,Bilbo Raggins,Diamond II - 37 LP,53.4,203 / 177,ImagineBaggins
#89,Jungle,Superb,Diamond II - 34 LP,53.4,227 / 198,Spezza
#90,ADC,CNoFlaw,Diamond II - 32 LP,50.3,185 / 183,AnFun
#91,Jungle,time,Diamond II - 27 LP,52.1,189 / 174,schlafen
#92,Support,SEXY TAHM,Diamond II - 27 LP,53.2,207 / 182,HailOfBladesTahm
#93,Jungle,woope,Diamond II - 24 LP,56.1,156 / 122,sanchesmemo
#94,Top,DRX Deft,Diamond II - 23 LP,53.3,177 / 155,Tokyo Smurfer
#95,ADC,Jotaro Kujo,Diamond II - 19 LP,55.6,245 / 196,Ithirul
#96,ADC,Test4,Diamond II - 16 LP,53.2,243 / 214,test
#97,Top,Leonidas,Diamond II - 13 LP,55.5,211 / 169,Freezy
#98,Jungle,apple,Diamond II - 11 LP,55.3,176 / 142,cabula
#99,Top, IG TheShy,Diamond II - 9 LP,57.2,182 / 136,Oafers
#100,Jungle,jungle gap,Diamond II - 9 LP,51.9,181 / 168,crithitfail
