Champion name,Win rate(%),Wins / losses
Pyke,56.0,18845 / 14778
Nautilus,54.9,17160 / 14120
Thresh,53.9,5337 / 4565
Heimerdinger,53.4,1237 / 1081
Draven,52.8,4844 / 4329
Janna,52.8,2664 / 2384
Sivir,52.8,1745 / 1558
Riven,52.2,3370 / 3091
Shen,52.1,6389 / 5878
Poppy,52.1,5678 / 5214
Udyr,52.1,1401 / 1288
Maokai,51.9,7373 / 6831
Lissandra,51.8,402 / 374
Sejuani,51.6,8162 / 7647
Quinn,51.6,2019 / 1891
Leona,51.4,2851 / 2691
Jayce,51.4,1411 / 1333
Veigar,51.4,1142 / 1078
Ziggs,51.3,775 / 735
Jhin,51.1,2273 / 2179
Fiora,51.0,2008 / 1929
Tryndamere,51.0,606 / 583
Xerath,51.0,483 / 464
LeBlanc,50.9,3714 / 3587
Aurelion Sol,50.9,3232 / 3123
Sett,50.8,12055 / 11671
Ezreal,50.8,5106 / 4943
Fizz,50.8,2429 / 2352
Amumu,50.8,1749 / 1695
Ekko,50.7,10633 / 10331
Qiyana,50.7,4710 / 4577
Rammus,50.7,1778 / 1726
Anivia,50.7,580 / 564
Senna,50.6,6906 / 6735
Yasuo,50.6,5111 / 4999
Ryze,50.5,3116 / 3057
Lucian,50.5,2626 / 2579
Gnar,50.5,761 / 745
Ivern,50.4,11669 / 11484
Warwick,50.4,2393 / 2353
Cassiopeia,50.4,2075 / 2041
Ornn,50.3,5566 / 5498
Irelia,50.3,2699 / 2662
Cho'Gath,50.2,8174 / 8101
Xayah,50.2,7328 / 7274
Vayne,50.2,2143 / 2126
Kennen,50.2,1433 / 1422
Galio,50.1,3535 / 3523
Braum,50.1,2201 / 2192
Evelynn,50.1,1338 / 1335
Syndra,50.1,1257 / 1254
Azir,50.0,1537 / 1536
Vi,50.0,1204 / 1205
Nunu,49.9,5533 / 5545
Camille,49.9,4642 / 4661
Wukong,49.9,2545 / 2557
Neeko,49.8,9618 / 9687
Renekton,49.7,13474 / 13626
Volibear,49.7,4885 / 4949
Kai'Sa,49.7,4684 / 4741
Pantheon,49.6,4531 / 4610
Akali,49.6,4214 / 4274
Varus,49.6,1971 / 1999
Illaoi,49.6,234 / 238
Bard,49.5,10124 / 10322
Lillia,49.5,2911 / 2973
Rek'Sai,49.5,1121 / 1142
Hecarim,49.5,840 / 857
Aphelios,49.4,9570 / 9800
Tahm Kench,49.4,1237 / 1269
Kog'Maw,49.3,3053 / 3136
Ahri,49.2,19778 / 20409
Blitzcrank,49.2,5386 / 5571
Caitlyn,49.2,3604 / 3714
Jinx,49.2,2206 / 2277
Orianna,49.2,1040 / 1074
Karthus,49.1,8544 / 8872
Kayn,49.1,932 / 966
Miss Fortune,49.0,2298 / 2394
Katarina,49.0,1702 / 1773
Malphite,49.0,1536 / 1601
Rumble,48.9,630 / 658
Garen,48.8,3618 / 3802
Zoe,48.8,2720 / 2855
Mordekaiser,48.8,1341 / 1408
Gangplank,48.8,1334 / 1399
Zed,48.7,2267 / 2384
Talon,48.7,1818 / 1914
Rengar,48.7,1481 / 1561
Sion,48.7,1299 / 1366
Nocturne,48.6,782 / 827
Jarvan IV,48.5,4991 / 5290
Kassadin,48.5,3869 / 4109
Rakan,48.4,10252 / 10927
Yone,48.4,2527 / 2699
Lee Sin,48.4,1773 / 1890
Kled,48.4,1217 / 1296
Diana,48.3,2163 / 2318
Twitch,48.2,3526 / 3784
Vladimir,48.2,1818 / 1951
Tristana,48.2,1107 / 1188
Skarner,48.2,484 / 520
Karma,48.1,3498 / 3770
Alistar,48.0,1866 / 2025
Zac,48.0,1866 / 2022
Urgot,48.0,1288 / 1398
Gragas,48.0,1148 / 1243
Zilean,47.9,1157 / 1257
Graves,47.9,1045 / 1138
Viktor,47.9,744 / 809
Taliyah,47.9,590 / 643
Ashe,47.7,2101 / 2304
Singed,47.6,1445 / 1591
Teemo,47.6,885 / 974
Kalista,47.5,1380 / 1525
Corki,47.5,585 / 647
Taric,47.5,538 / 594
Yorick,47.5,354 / 392
Darius,47.4,2459 / 2726
Yuumi,47.4,1569 / 1739
Nasus,47.4,920 / 1022
Twisted Fate,47.4,442 / 490
Aatrox,47.2,2656 / 2973
Nidalee,47.1,1134 / 1276
Sylas,46.8,1201 / 1364
Swain,46.7,1622 / 1852
Master Yi,46.7,630 / 719
Dr. Mundo,46.6,1126 / 1292
Morgana,46.5,2057 / 2365
Nami,46.3,1779 / 2067
Elise,46.3,1010 / 1172
Lux,46.2,394 / 458
Annie,45.8,597 / 707
Vel'Koz,45.8,554 / 655
Lulu,45.6,5498 / 6546
Malzahar,45.5,368 / 441
Trundle,45.1,892 / 1087
Kha'Zix,44.6,608 / 754
Zyra,44.5,429 / 536
Kayle,44.4,378 / 473
Jax,44.1,904 / 1145
Shyvana,43.3,555 / 726
Soraka,43.2,1406 / 1850
Sona,43.2,1071 / 1409
Fiddlesticks,42.4,772 / 1049
Brand,42.0,407 / 562
Shaco,41.3,361 / 514
Olaf,41.1,642 / 919
Kindred,39.0,281 / 439
Xin Zhao,36.5,165 / 287
