Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Nautilus,0,0,4017,2847,0,0,0,0,902,709
Zac,0,0,27,14,0,0,0,0,0,0
Volibear,145,126,369,340,0,0,0,0,0,0
Maokai,0,0,1491,1114,0,0,0,0,24,16
Shen,583,510,365,263,0,0,0,0,172,136
Sejuani,0,0,1071,964,0,0,0,0,81,79
Poppy,224,209,283,178,0,0,0,0,192,162
Leona,0,0,149,87,0,0,0,0,199,163
Pyke,15,16,462,316,814,524,0,0,4963,3502
Sett,574,557,35,33,0,0,1,2,526,448
Nunu,0,0,521,404,0,0,0,0,9,7
Qiyana,24,30,448,298,226,206,0,0,0,0
Rek'Sai,0,0,109,95,0,0,0,0,0,0
Evelynn,0,0,61,36,0,0,0,0,0,0
Rengar,0,0,11,8,25,29,106,91,429,388
Elise,0,0,3,7,0,0,0,0,0,0
Ivern,0,0,2730,2148,0,0,0,0,0,0
Lee Sin,0,0,24,39,0,0,0,0,0,0
Jinx,0,0,0,0,0,0,361,290,0,0
Kog'Maw,0,0,0,0,0,0,472,390,0,0
Twitch,0,0,0,0,0,0,214,173,0,0
Vayne,9,16,0,0,0,0,625,566,0,0
Kennen,5,10,0,0,380,323,0,0,0,0
Orianna,0,0,0,0,168,148,0,0,0,0
Aurelion Sol,209,185,0,0,223,166,0,0,0,0
Ryze,129,104,0,0,343,244,0,0,0,0
Viktor,0,0,0,0,114,104,0,0,0,0
Veigar,0,0,0,0,196,143,0,0,0,0
Karthus,0,0,0,0,78,47,0,0,0,0
Azir,0,0,0,0,218,177,28,27,0,0
Vi,0,0,119,63,0,0,0,0,0,0
Udyr,0,0,332,305,0,0,0,0,0,0
Thresh,0,0,96,66,0,0,0,0,442,437
Galio,65,67,57,41,641,531,24,25,0,0
Rammus,0,0,92,112,0,0,0,0,0,0
Rumble,0,0,5,8,26,37,0,0,0,0
Quinn,0,0,10,18,0,0,0,0,0,0
Jarvan IV,0,0,1162,974,198,183,0,0,6,14
Senna,6,8,0,0,1644,1046,658,573,532,484
Kayle,0,0,0,0,7,9,0,0,0,0
Yasuo,256,197,0,0,763,624,122,115,0,0
Ahri,56,36,0,0,123,112,69,57,0,0
Janna,1098,817,0,0,0,2,0,0,143,136
Rakan,0,0,100,101,0,0,0,0,1101,1055
Morgana,0,0,0,0,0,0,0,0,257,260
Cassiopeia,0,0,0,0,672,626,0,0,0,0
Gangplank,84,82,0,0,95,79,0,0,0,0
Yone,497,477,0,0,16,12,0,0,0,0
Soraka,24,48,0,0,0,0,0,0,48,73
Ekko,21,17,124,118,144,124,0,0,0,0
Gnar,681,584,0,0,0,0,0,0,0,0
Malphite,3,8,7,11,0,0,0,0,0,0
Irelia,487,446,0,0,33,19,0,0,0,0
Draven,0,0,0,0,89,67,1376,1058,0,0
Aphelios,0,0,0,0,0,0,383,354,0,0
Jayce,665,547,0,0,0,0,0,0,0,0
Riven,400,335,0,0,15,19,0,0,0,0
Cho'Gath,789,744,0,0,82,64,619,513,0,0
Renekton,185,155,0,0,0,0,0,0,0,0
Tryndamere,138,116,0,0,0,0,0,0,0,0
Lucian,221,179,0,0,77,82,599,510,0,0
Varus,9,12,0,0,0,0,108,80,0,0
Bard,0,0,0,0,0,0,0,0,216,204
Anivia,0,0,0,0,53,52,113,88,0,0
Sivir,0,0,0,0,0,0,358,312,0,0
Caitlyn,0,0,0,0,0,0,240,197,0,0
Ezreal,0,0,0,0,40,35,105,97,0,0
Jhin,0,0,0,0,0,0,31,34,0,0
Tristana,0,0,0,0,0,0,2,2,0,0
Lillia,355,290,330,290,94,74,0,0,0,0
Warwick,0,0,140,144,0,0,0,0,0,0
Aatrox,7,15,0,0,141,106,0,0,0,0
Singed,11,12,0,0,1,1,0,0,0,0
Garen,213,196,0,0,15,15,4,2,0,0
Lulu,253,221,0,0,0,0,0,0,116,140
Karma,270,246,0,0,85,104,0,0,52,47
Ornn,437,349,0,0,25,13,0,0,14,17
Fizz,0,0,0,0,167,147,0,0,0,0
Neeko,0,0,0,0,18,24,26,29,0,0
Darius,453,422,0,0,0,0,0,0,0,0
Fiora,394,295,0,0,0,0,0,0,0,0
Jax,62,63,0,0,0,0,0,0,0,0
Pantheon,242,195,0,0,0,0,0,0,0,0
Camille,174,166,0,0,28,23,0,0,0,0
LeBlanc,0,0,0,0,207,189,0,0,0,0
Lissandra,0,0,0,0,167,121,0,0,0,0
Nidalee,0,0,0,0,0,3,0,0,0,0
Zoe,0,0,0,0,222,212,0,0,0,0
Wukong,11,17,0,0,2,1,0,0,0,0
Swain,49,49,0,0,113,125,0,0,0,0
Akali,325,245,0,0,281,248,0,0,0,0
Yuumi,52,29,0,0,0,0,0,0,21,28
Blitzcrank,0,0,0,0,0,0,0,0,83,83
Zed,82,74,0,0,140,156,0,0,0,0
Skarner,0,0,128,91,0,0,0,0,0,0
Diana,2,1,0,0,94,99,0,0,0,0
Zilean,429,375,0,0,153,147,0,0,0,0
Katarina,0,0,0,0,223,226,0,0,0,0
Illaoi,0,0,0,0,19,16,0,0,0,0
Twisted Fate,0,0,0,0,199,202,0,0,0,0
Teemo,259,223,0,0,155,146,0,0,0,0
Heimerdinger,0,0,0,0,183,174,0,0,0,0
Kai'Sa,0,0,0,0,0,0,116,111,0,0
Amumu,0,0,55,45,0,0,0,0,0,0
Yorick,77,75,0,0,0,0,0,0,0,0
Kled,163,132,0,0,0,0,0,0,0,0
Braum,0,0,0,0,0,0,0,0,20,8
Xayah,0,0,0,0,0,0,20,17,0,0
Hecarim,0,0,95,73,0,0,0,0,0,0
Graves,0,0,1,0,0,0,0,0,0,0
Sylas,0,0,0,0,1,2,0,0,0,0
Corki,0,0,0,0,157,166,0,0,0,0
Sona,2,5,0,0,0,0,0,0,42,50
Sion,81,74,0,0,0,0,0,0,0,0
Nasus,10,8,0,0,0,0,0,0,0,0
Kassadin,0,0,0,0,62,38,0,0,0,0
Talon,0,0,154,124,25,44,0,0,0,0
Tahm Kench,0,0,3,0,0,0,0,0,0,0
Alistar,436,362,0,0,0,0,0,0,0,0
Urgot,45,49,0,0,0,0,0,0,0,0
Nocturne,0,0,0,0,0,0,24,20,0,0
