Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Pokimane,Challenger - 2202 LP,73.9,512 / 181,Simp
#2,Jungle,Prime Bengi,Challenger - 1584 LP,84.8,606 / 109,LDK
#3,Top,Attila,Challenger - 1409 LP,65.8,1133 / 590,huffey
#4,Mid,Etosh,Challenger - 1329 LP,59.6,938 / 637,Etosh
#5,Mid,Ciri,Challenger - 888 LP,63.6,805 / 461,warmi024
#6,ADC,QQ Itsuki,Challenger - 887 LP,56.8,1134 / 861,Futaro
#7,Support,unicornpetpetuwu,Challenger - 873 LP,56.0,1079 / 849,GamerGirls
#8,Support,HelpingX,Challenger - 661 LP,56.7,854 / 653,Felixxx
#9,Jungle,Stupid Jungler,Challenger - 628 LP,57.0,819 / 617,PooPooPeePee
#10,Mid,Zer0,Challenger - 598 LP,54.7,953 / 790,Trindor
#11,Support,subby,Challenger - 559 LP,56.7,1018 / 778,Cuz
#12,Jungle,Chiquinho,Challenger - 559 LP,53.0,1044 / 925,Sb1
#13,Top,Kingen,Challenger - 539 LP,53.1,1164 / 1027,Maffayoo
#14,Jungle,Bliz,Challenger - 535 LP,55.3,1215 / 981,GooseHouse
#15,Mid,Piols,Challenger - 522 LP,55.2,934 / 759,Piols
#16,ADC,Rabbit4,Challenger - 517 LP,55.7,1193 / 950,willchungtester
#17,Mid,Xingjie,Challenger - 493 LP,52.9,966 / 861,clharris123
#18,Top,Scarra,Challenger - 492 LP,54.1,1069 / 907,OfflineTV
#19,Jungle,ggbebe,Challenger - 451 LP,51.4,1268 / 1200,garbz
#20,Top,Jodko,Challenger - 445 LP,55.0,976 / 800,Jinxnator
#21,Mid,Lama glama,Challenger - 440 LP,60.4,759 / 497,Laminatory
#22,Top,Akari,Challenger - 437 LP,48.1,1016 / 1098,GooseHouse
#23,Support,Jellybeans,Challenger - 427 LP,58.3,769 / 551,Shagrad
#24,Top,Kholek,Challenger - 405 LP,56.0,640 / 502,Chaos2
#25,Support,Supkekw,Challenger - 405 LP,52.2,868 / 796,shaqui
#26,Jungle,4fun jungle,Challenger - 404 LP,59.6,703 / 477,Mullster
#27,Jungle,Kaltch,Challenger - 390 LP,52.9,927 / 826,Princess
#28,Support,Fekker,Challenger - 390 LP,53.1,953 / 841,Key
#29,Support,Support23,Challenger - 377 LP,53.0,931 / 824,js2614
#30,ADC,adcdiff,Challenger - 376 LP,53.1,956 / 843,difference
#31,ADC,Percy,Challenger - 373 LP,55.5,997 / 800,b1gw00dy613
#32,Support,Emwues24,Challenger - 346 LP,51.3,924 / 877,Jinxnator
#33,Jungle,tarzaned,Challenger - 346 LP,54.3,791 / 666,Tyler1
#34,Jungle,Jglkekw,Challenger - 330 LP,52.4,969 / 880,shaqui
#35,Top,Salsa,Challenger - 327 LP,55.2,890 / 721,YungYiga
#36,Mid,Choky,Challenger - 322 LP,54.2,924 / 780,Key
#37,Support,White Dragon,Challenger - 318 LP,53.0,517 / 459,yugi
#38,Mid,Chovy,Challenger - 318 LP,52.7,819 / 736,TheStriker9
#39,Jungle,Papafrita,Challenger - 310 LP,54.4,986 / 827,NismanSlayer
#40,Top,Togato,Challenger - 299 LP,55.2,756 / 613,Megadava
#41,Mid,Kiddlazy,Challenger - 298 LP,54.1,1262 / 1069,Gawaine
#42,Support,Keyleth,Challenger - 293 LP,54.5,823 / 686,b1gw00dy613
#43,Jungle,Blind Idiot,Challenger - 286 LP,54.6,1231 / 1023,Darkheart
#44,Mid,Jarl Mid,Challenger - 284 LP,53.6,841 / 728,Jarl
#45,ADC,Cryhard II,Challenger - 259 LP,53.6,746 / 645,roysiggi
#46,Jungle,a tsm reject,Challenger - 258 LP,49.3,917 / 943,aquietghost
#47,Mid,garbz,Challenger - 257 LP,51.4,1459 / 1381,garbz
#48,ADC,Jussin,Challenger - 255 LP,53.6,865 / 749,Jussin
#49,Jungle,Skogs Johnny,Challenger - 252 LP,59.4,625 / 427,Barebackassassin
#50,Mid,Ciaran,Challenger - 248 LP,53.4,884 / 770,ebaines
#51,Mid,xPeke xaxaxa,Grandmaster - 246 LP,51.8,944 / 877,Pussy Destoyer
#52,Support,DieFliegendeKuh,Grandmaster - 242 LP,53.3,821 / 719,doofboy13
#53,Top,Z0mbievampire,Grandmaster - 239 LP,56.9,777 / 588,z0mbievampire
#54,Top,Heimerdonger,Grandmaster - 231 LP,53.9,956 / 818,TimoMacDonut
#55,Mid,Snek,Grandmaster - 225 LP,52.5,795 / 720,prophetofvoid
#56,ADC,Aurosa,Grandmaster - 224 LP,51.8,913 / 851,Gawaine
#57,Top,Halekild,Grandmaster - 222 LP,53.9,858 / 733,Elythys
#58,Jungle,SmelliElli,Grandmaster - 221 LP,55.7,660 / 525,bigjon
#59,Mid,The_Ghost16,Grandmaster - 220 LP,52.9,1106 / 985,Sb1
#60,ADC,Puki style23,Grandmaster - 219 LP,54.1,894 / 757,Klorellv4
#61,Top,Craq,Grandmaster - 217 LP,53.7,1179 / 1018,moxir
#62,ADC,Dicliffier,Grandmaster - 215 LP,51.0,787 / 757,Dicliffier
#63,Support,Keria,Grandmaster - 215 LP,53.1,799 / 705,TheStriker9
#64,Top,jZen,Grandmaster - 212 LP,52.6,861 / 776,agamero
#65,ADC,Maffa,Grandmaster - 205 LP,53.5,841 / 731,Tetraa
#66,Jungle,Canyon,Grandmaster - 204 LP,55.2,683 / 555,YamatoCannon
#67,Mid,Rune,Grandmaster - 202 LP,51.7,1091 / 1019,GooseHouse
#68,Support,Elythys,Grandmaster - 201 LP,53.1,1086 / 961,Elythys
#69,Top,KC Adam,Grandmaster - 200 LP,51.7,812 / 760,kcorp
#70,Support,suppbeast777,Grandmaster - 197 LP,55.4,775 / 623,squzzz
#71,Jungle,AttSeeker,Grandmaster - 194 LP,52.9,810 / 722,PaxVan
#72,Top,Brainless Idiot,Grandmaster - 192 LP,49.7,1002 / 1016,Darkheart
#73,ADC,Viyo,Grandmaster - 191 LP,54.3,877 / 738,Xcotch
#74,Jungle,Methodz,Grandmaster - 189 LP,52.3,1001 / 914,Trindor
#75,Jungle,QQ Nino,Grandmaster - 188 LP,50.7,823 / 799,Futaro
#76,Jungle,Aela ,Grandmaster - 188 LP,53.1,961 / 850,MolscarZX
#77,Top,Fabrizio Frizzi,Grandmaster - 188 LP,51.7,720 / 673,CQANQKA
#78,ADC,cumshot,Grandmaster - 187 LP,54.0,788 / 670,crownshot
#79,Top,QQ Ichika,Grandmaster - 184 LP,52.5,973 / 882,Futaro
#80,ADC,MolscarZ,Grandmaster - 184 LP,52.8,1133 / 1011,MolscarZX
#81,Jungle,Jinxnator,Grandmaster - 182 LP,52.2,1025 / 937,Jinxnator
#82,Support,Backpack,Grandmaster - 181 LP,52.5,874 / 791,Zettohail
#83,Top,Sirio,Grandmaster - 180 LP,54.3,877 / 739,Spezza
#84,ADC,gumayusi,Grandmaster - 179 LP,55.9,780 / 615,torikung5544
#85,Support,Aeryn,Grandmaster - 173 LP,52.5,751 / 679,WildChoas
#86,Mid,Mephisto,Grandmaster - 173 LP,49.1,998 / 1033,Zettohail
#87,Top,Lisa,Grandmaster - 173 LP,52.2,340 / 311,Blackpink
#88,Support,Wilde,Grandmaster - 172 LP,52.2,1167 / 1070,Wealth_and_Taste
#89,Support,Pyrospirit ,Grandmaster - 171 LP,50.0,953 / 953,Gawaine
#90,Support,Serperior,Grandmaster - 169 LP,53.8,975 / 836,krxington
#91,ADC,Lidl Bear,Grandmaster - 167 LP,53.2,741 / 652,wertyce
#92,Jungle,Senbonzakura,Grandmaster - 166 LP,54.1,1064 / 901,PacoPeco
#93,Mid,Midlaner23,Grandmaster - 163 LP,50.2,1090 / 1083,js2614
#94,Jungle,Vex,Grandmaster - 161 LP,50.7,860 / 836,b1gw00dy613
#95,ADC,Teddy,Grandmaster - 161 LP,52.6,890 / 801,Kim
#96,Top,Toplaner23,Grandmaster - 160 LP,51.6,986 / 925,js2614
#97,ADC,DeadlyXRecon,Grandmaster - 157 LP,53.6,908 / 785,yukioken
#98,Jungle,Wakes,Grandmaster - 156 LP,50.0,1122 / 1121,alim
#99,Jungle,Jungler23,Grandmaster - 155 LP,52.1,1106 / 1017,js2614
#100,ADC,Slayer,Grandmaster - 154 LP,50.2,1031 / 1024,GooseHouse
