Champion name,Win rate(%),Wins / losses
Karthus,55.4,28136 / 22685
Pyke,55.2,19595 / 15903
Ahri,53.9,31683 / 27131
Nunu,53.7,10503 / 9047
Renekton,53.4,23950 / 20874
Nautilus,52.7,17373 / 15610
Ekko,52.5,19038 / 17259
Sett,52.1,8468 / 7785
Sejuani,51.8,10695 / 9937
Kassadin,51.7,6327 / 5907
Bard,51.6,21101 / 19764
Blitzcrank,51.6,11927 / 11182
Maokai,51.6,3949 / 3703
Volibear,51.4,8284 / 7848
Poppy,51.3,7416 / 7049
Ornn,51.2,4746 / 4532
Fizz,51.1,1796 / 1720
Neeko,50.8,13437 / 13019
Udyr,50.8,2449 / 2374
Garen,50.7,4245 / 4131
Amumu,50.6,1861 / 1819
Cho'Gath,50.4,5163 / 5078
Galio,50.4,3520 / 3464
Rammus,50.4,1610 / 1583
Wukong,50.3,3031 / 2995
Pantheon,50.2,6847 / 6804
Shen,50.1,7520 / 7492
Tahm Kench,50.1,1489 / 1486
Warwick,50.0,2248 / 2245
LeBlanc,49.9,3964 / 3984
Vi,49.9,2400 / 2413
Zoe,49.5,3598 / 3676
Talon,49.5,2337 / 2386
Jarvan IV,49.5,2123 / 2165
Hecarim,49.3,1079 / 1109
Syndra,49.2,2640 / 2728
Ivern,49.2,2263 / 2339
Singed,49.2,2185 / 2258
Rek'Sai,49.1,1284 / 1330
Ezreal,49.0,4431 / 4605
Xayah,49.0,3680 / 3830
Leona,49.0,2883 / 3001
Malphite,49.0,2265 / 2360
Aurelion Sol,48.9,1638 / 1715
Urgot,48.9,1443 / 1505
Zac,48.8,4567 / 4798
Dr. Mundo,48.7,3485 / 3674
Riven,48.7,2779 / 2928
Diana,48.6,1577 / 1670
Gragas,48.6,1577 / 1668
Master Yi,48.6,725 / 766
Kai'Sa,48.5,6906 / 7338
Camille,48.5,2999 / 3189
Katarina,48.5,2114 / 2242
Evelynn,48.4,1649 / 1757
Illaoi,48.4,865 / 921
Swain,48.3,3236 / 3467
Kled,48.3,1158 / 1241
Quinn,48.2,3343 / 3587
Alistar,48.2,3098 / 3325
Nidalee,48.2,1800 / 1937
Zed,48.1,3638 / 3927
Rakan,48.0,4327 / 4679
Sion,48.0,1162 / 1257
Skarner,48.0,881 / 953
Akali,47.9,5470 / 5947
Vladimir,47.9,3140 / 3417
Qiyana,47.8,3098 / 3388
Mordekaiser,47.8,2964 / 3238
Gnar,47.7,925 / 1014
Thresh,47.6,2945 / 3245
Veigar,47.5,1143 / 1261
Taliyah,47.5,900 / 994
Annie,47.4,1442 / 1603
Sona,47.4,1334 / 1480
Nasus,47.4,1105 / 1227
Anivia,47.4,561 / 623
Aphelios,47.2,4188 / 4682
Karma,47.0,2011 / 2269
Zilean,47.0,1756 / 1981
Fiora,47.0,930 / 1048
Xerath,46.9,1341 / 1519
Elise,46.8,1765 / 2008
Aatrox,46.6,3577 / 4107
Lillia,46.6,1548 / 1772
Trundle,46.5,1239 / 1425
Darius,46.5,1103 / 1271
Irelia,46.4,1516 / 1750
Ryze,46.4,1331 / 1539
Ashe,46.3,3222 / 3733
Teemo,46.3,1018 / 1183
Kha'Zix,46.3,954 / 1108
Yorick,46.3,444 / 516
Miss Fortune,46.2,2851 / 3322
Lee Sin,46.2,2517 / 2930
Vayne,46.2,2095 / 2440
Zyra,46.2,701 / 816
Jhin,45.9,2046 / 2412
Nocturne,45.9,1019 / 1199
Jayce,45.9,899 / 1059
Lissandra,45.9,270 / 318
Tristana,45.8,1951 / 2310
Varus,45.8,1685 / 1996
Rengar,45.7,1097 / 1303
Braum,45.5,2349 / 2816
Caitlyn,45.2,3024 / 3663
Twitch,45.2,2717 / 3289
Soraka,45.2,777 / 942
Brand,45.2,624 / 757
Draven,45.0,1548 / 1889
Jax,45.0,1254 / 1535
Rumble,44.9,502 / 617
Graves,44.8,1590 / 1956
Kalista,44.7,1257 / 1558
Yasuo,44.2,2503 / 3163
Sylas,44.1,1672 / 2116
Sivir,44.1,848 / 1073
Kog'Maw,43.9,1230 / 1574
Shaco,43.9,489 / 624
Fiddlesticks,43.8,1141 / 1463
Taric,43.6,909 / 1175
Shyvana,43.6,544 / 705
Jinx,43.0,1127 / 1494
Yuumi,42.7,1071 / 1435
Lulu,42.7,978 / 1313
Tryndamere,42.7,387 / 519
Olaf,42.4,919 / 1251
Kindred,42.3,602 / 822
Viktor,42.2,734 / 1007
Orianna,41.9,931 / 1292
Lucian,41.7,1094 / 1528
Corki,41.6,632 / 888
Nami,41.5,793 / 1118
Heimerdinger,41.4,573 / 810
Kennen,41.3,536 / 762
Morgana,41.0,1039 / 1498
Janna,41.0,961 / 1382
Malzahar,40.9,477 / 690
Cassiopeia,40.8,687 / 998
Xin Zhao,39.5,228 / 349
Ziggs,39.1,241 / 376
Lux,38.8,344 / 543
Gangplank,38.4,787 / 1264
Azir,38.4,778 / 1246
Kayle,36.4,292 / 511
Senna,36.2,852 / 1499
Vel'Koz,36.2,417 / 735
Twisted Fate,36.2,280 / 493
