Champion name,Win rate(%),Wins / losses
Karthus,55.6,24717 / 19765
Pyke,55.0,16932 / 13856
Ahri,53.9,27506 / 23547
Nunu,53.7,8923 / 7683
Renekton,53.4,20831 / 18172
Nautilus,52.6,15077 / 13611
Ekko,52.5,16606 / 15038
Sett,52.3,7341 / 6685
Maokai,52.0,3436 / 3167
Bard,51.9,18468 / 17125
Sejuani,51.9,9292 / 8618
Kassadin,51.7,5564 / 5204
Volibear,51.6,7068 / 6621
Poppy,51.5,6440 / 6073
Blitzcrank,51.4,10369 / 9788
Ornn,51.4,4090 / 3865
Fizz,51.2,1539 / 1465
Udyr,51.1,2134 / 2043
Neeko,50.8,11722 / 11352
Garen,50.6,3732 / 3647
Rammus,50.6,1386 / 1355
Tahm Kench,50.4,1319 / 1297
Shen,50.3,6624 / 6555
LeBlanc,50.3,3486 / 3442
Galio,50.3,2886 / 2855
Cho'Gath,50.2,4490 / 4450
Pantheon,50.1,6081 / 6056
Amumu,50.1,1611 / 1602
Wukong,50.0,2596 / 2593
Warwick,50.0,1962 / 1965
Jarvan IV,49.9,1857 / 1862
Leona,49.8,2447 / 2471
Talon,49.7,2078 / 2106
Master Yi,49.6,630 / 639
Zoe,49.5,3139 / 3201
Vi,49.5,2073 / 2113
Singed,49.5,1851 / 1890
Hecarim,49.2,959 / 991
Malphite,49.0,1963 / 2043
Katarina,49.0,1845 / 1922
Urgot,49.0,1260 / 1314
Zac,48.9,4052 / 4236
Riven,48.9,2475 / 2591
Syndra,48.9,2305 / 2412
Aurelion Sol,48.8,1442 / 1515
Diana,48.8,1390 / 1458
Ezreal,48.7,3738 / 3942
Ivern,48.7,1939 / 2043
Xayah,48.6,3181 / 3362
Rek'Sai,48.6,1094 / 1159
Kai'Sa,48.5,6041 / 6425
Quinn,48.5,2961 / 3148
Dr. Mundo,48.5,2954 / 3137
Alistar,48.3,2649 / 2841
Evelynn,48.3,1488 / 1590
Nidalee,48.2,1594 / 1716
Illaoi,48.2,805 / 866
Rakan,48.1,3795 / 4101
Zed,48.1,3188 / 3435
Swain,48.1,2818 / 3041
Camille,48.1,2564 / 2766
Vladimir,48.0,2737 / 2970
Qiyana,48.0,2694 / 2919
Skarner,48.0,783 / 849
Akali,47.9,4874 / 5309
Mordekaiser,47.9,2628 / 2860
Gragas,47.9,1338 / 1457
Sion,47.9,1002 / 1092
Kled,47.8,1036 / 1133
Veigar,47.7,998 / 1095
Gnar,47.7,829 / 908
Anivia,47.5,488 / 540
Thresh,47.4,2500 / 2776
Elise,47.2,1543 / 1728
Nasus,47.2,967 / 1080
Taliyah,47.2,795 / 890
Zilean,47.1,1416 / 1590
Annie,47.1,1265 / 1421
Fiora,47.1,810 / 908
Aphelios,47.0,3663 / 4125
Karma,47.0,1728 / 1946
Brand,46.9,544 / 617
Trundle,46.7,1091 / 1243
Lillia,46.6,1299 / 1490
Nocturne,46.6,888 / 1018
Aatrox,46.5,3171 / 3642
Vayne,46.4,1871 / 2159
Lee Sin,46.3,2195 / 2550
Irelia,46.3,1282 / 1484
Darius,46.3,956 / 1110
Yorick,46.3,400 / 463
Teemo,46.2,902 / 1050
Sona,46.1,1120 / 1307
Miss Fortune,46.0,2454 / 2884
Jhin,46.0,1797 / 2107
Ashe,45.9,2767 / 3256
Ryze,45.9,1143 / 1347
Xerath,45.9,1085 / 1278
Rengar,45.9,962 / 1136
Kha'Zix,45.9,860 / 1012
Lissandra,45.9,238 / 280
Tristana,45.8,1715 / 2032
Zyra,45.8,602 / 713
Jayce,45.7,776 / 921
Varus,45.6,1500 / 1790
Jax,45.6,1146 / 1369
Twitch,45.4,2405 / 2889
Braum,45.3,2103 / 2536
Draven,45.3,1379 / 1662
Soraka,45.3,675 / 815
Rumble,45.3,443 / 536
Graves,45.0,1392 / 1701
Kalista,44.9,1124 / 1380
Caitlyn,44.8,2556 / 3151
Shyvana,44.5,505 / 630
Shaco,44.5,426 / 531
Yasuo,44.3,2159 / 2718
Taric,44.1,849 / 1075
Sylas,44.0,1491 / 1897
Kog'Maw,43.8,1084 / 1390
Sivir,43.8,731 / 937
Fiddlesticks,43.7,1004 / 1292
Lulu,43.0,859 / 1140
Tryndamere,42.9,345 / 459
Olaf,42.6,826 / 1112
Yuumi,42.5,958 / 1295
Jinx,42.2,950 / 1299
Viktor,42.2,643 / 882
Orianna,42.1,813 / 1117
Lucian,41.8,943 / 1314
Heimerdinger,41.8,517 / 719
Kennen,41.8,467 / 649
Kindred,41.6,514 / 721
Corki,41.5,569 / 801
Janna,41.4,862 / 1222
Nami,41.3,691 / 983
Morgana,40.9,913 / 1321
Cassiopeia,40.7,586 / 854
Ziggs,40.1,215 / 321
Malzahar,39.5,404 / 619
Xin Zhao,38.9,197 / 310
Lux,38.8,316 / 499
Azir,38.4,686 / 1100
Gangplank,37.5,672 / 1121
Kayle,36.7,262 / 452
Senna,36.2,755 / 1331
Vel'Koz,35.7,361 / 649
Twisted Fate,35.7,249 / 448
